# Test Action Result,PDCA Key,Test Number,Name,Retry,Iteration,Iteration Retry,Action Number,Command,domain,Status Code,Action Retry,Ignored,Start Time,End Time,Time Elapsed,Failure Message (optional),Test Path
FAIL,thermalinterface/ThermalInterface 3664 DTS Accuracy Test/1,1,ThermalInterface 3664 DTS Accuracy Test,0,0,0,0,"""(null)""",(null),2,0,0,2018-03-12 08:48:13,2018-03-12 09:03:14,00:15:00,Exceeded Temperature Threshold,
FAIL,MacEFITests/Display 8118 Power Up MCU operation Diag Test,2,Earthbound,0,0,0,0,"""XPC_PDCAImport""",(null),1,0,0,2018-03-13 00:18:34,2018-03-13 00:18:34,00:00:00,Monterey Image Subtest Failed,
