# Test Action Result,PDCA Key,Test Number,Name,Retry,Iteration,Iteration Retry,Action Number,Command,domain,Status Code,Action Retry,Ignored,Start Time,End Time,Time Elapsed,Failure Message (optional),Test Path
FAIL,display/BacklightController 4248 Fault Detection/1,1,BacklightController 4248 Fault Detection,0,0,0,0,"""(null)""",(null),1,0,0,2018-03-12 13:49:10,2018-03-12 13:50:30,00:01:19,Recoverable Error Detected,
FAIL,MacEFITests/Display 8118 Power Up MCU operation Diag Test,2,Earthbound,0,0,0,0,"""XPC_PDCAImport""",(null),1,0,0,2018-03-13 04:07:16,2018-03-13 04:07:16,00:00:00,Monterey Image Subtest Failed,
